taxlevel	rankID	taxon	daughterlevels	total	AB1382_L5	AB1383_L5	AB2284_L1	AB2285_L1	AB2286_L1	AB2287_L1	AB2288_L1	AB2289_L1	AB2290_L1	AB2291_L1	AB2292_L1	AB2293_L1	AB2294_L1	AB2295_L1	AB2296_L1	AB2297_L1	AB2298_L1	AB2299_L1	AB2300_L1	AB2301_L1	AB2302_L1	AB2303_L1
6	0.1.20.2.2.2.1	Blastopirellula	1	46	0	0	0	0	0	3	4	0	3	3	0	6	5	0	0	3	0	0	0	3	8	8
7	0.1.20.2.2.2.1.1	Blastopirellula_marina	0	46	0	0	0	0	0	3	4	0	3	3	0	6	5	0	0	3	0	0	0	3	8	8
6	0.1.20.2.2.2.2	Bythopirellula	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.2.2.1	Bythopirellula_goksoyri	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.20.2.2.2.3	Gemmata	10	666	0	0	6	52	0	27	9	5	17	17	19	38	16	22	16	6	106	257	21	10	18	4
7	0.1.20.2.2.2.3.1	Gemmata_obscuriglobus	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	1	0
7	0.1.20.2.2.2.3.2	Gemmata_species_28IL	0	21	0	0	1	2	0	0	0	0	0	0	4	0	4	0	0	0	3	7	0	0	0	0
7	0.1.20.2.2.2.3.3	Gemmata_species_Br1_2	0	271	0	0	5	39	0	22	0	0	5	2	8	4	0	0	0	0	44	130	7	5	0	0
7	0.1.20.2.2.2.3.4	Gemmata_species_CIL_30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0
7	0.1.20.2.2.2.3.5	Gemmata_species_Fl1_2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.2.3.6	Gemmata_species_Ha1_2	0	25	0	0	0	0	0	1	0	0	1	0	1	3	0	0	0	3	2	6	5	0	3	0
7	0.1.20.2.2.2.3.7	Gemmata_species_Io3_3	0	319	0	0	0	11	0	4	9	5	10	15	6	21	11	22	14	3	52	107	9	4	13	3
7	0.1.20.2.2.2.3.8	Gemmata_species_Io5_3	0	8	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.2.3.9	Gemmata_species_Io5_6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
7	0.1.20.2.2.2.3.10	Gemmata_species_Wa1_6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6	0.1.20.2.2.2.4	Gimesia	1	11	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	3	0	1	0	0
7	0.1.20.2.2.2.4.1	Gimesia_maris	0	11	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	3	0	1	0	0
6	0.1.20.2.2.2.5	Pirellula	5	675	0	0	94	113	0	4	5	1	60	68	3	7	10	1	106	93	3	9	5	5	45	43
7	0.1.20.2.2.2.5.1	Pirellula_species	0	44	0	0	2	1	0	2	3	1	3	0	3	6	5	1	0	2	1	9	5	0	0	0
7	0.1.20.2.2.2.5.2	Pirellula_species_AJL5	0	9	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	3	0	0
7	0.1.20.2.2.2.5.3	Pirellula_species_OJF10	0	7	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0
7	0.1.20.2.2.2.5.4	Pirellula_species_OJF11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0
7	0.1.20.2.2.2.5.5	Pirellula_staleyi	0	608	0	0	92	112	0	0	0	0	56	65	0	0	0	0	103	90	0	0	0	2	45	43
6	0.1.20.2.2.2.6	Planctomicrobium	1	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.20.2.2.2.6.1	Planctomicrobium_piriforme	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
6	0.1.20.2.2.2.7	Planctomyces	5	162	0	0	1	3	0	4	21	11	4	9	9	23	6	8	8	9	1	14	7	8	4	12
7	0.1.20.2.2.2.7.1	Planctomyces_species	0	72	0	0	1	2	0	0	8	11	2	7	5	14	2	3	4	0	0	0	3	4	2	4
7	0.1.20.2.2.2.7.2	Planctomyces_species_287	0	53	0	0	0	1	0	1	11	0	0	2	2	3	0	0	4	6	1	7	1	4	2	8
7	0.1.20.2.2.2.7.3	Planctomyces_species_599	0	15	0	0	0	0	0	3	2	0	2	0	2	0	0	0	0	3	0	0	3	0	0	0
7	0.1.20.2.2.2.7.4	Planctomyces_species_Br2_2	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.2.7.5	Planctomyces_species_Pd1	0	19	0	0	0	0	0	0	0	0	0	0	0	3	4	5	0	0	0	7	0	0	0	0
6	0.1.20.2.2.2.8	Planctopirus	1	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
7	0.1.20.2.2.2.8.1	Planctopirus_limnophila	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
6	0.1.20.2.2.2.9	Rhodopirellula	2	19	0	0	0	0	0	0	0	2	0	1	4	2	0	0	0	0	6	4	0	0	0	0
7	0.1.20.2.2.2.9.1	Rhodopirellula_baltica	0	8	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.2.9.2	Rhodopirellula_lusitana	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	4	0	0	0	0
6	0.1.20.2.2.2.10	Rubinispeciesaera	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.20.2.2.2.10.1	Rubinisphaera_brasiliensis	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.20.2.2.2.11	Schlesneria	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
7	0.1.20.2.2.2.11.1	Schlesneria_paludicola	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
6	0.1.20.2.2.2.12	Thermogutta	1	10	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	4	0	0
7	0.1.20.2.2.2.12.1	Thermogutta_terrifontis	0	10	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	4	0	0
6	0.1.20.2.2.2.13	Zavarzinella	1	25	0	0	2	2	0	0	0	0	0	0	3	1	8	2	0	0	0	2	0	5	0	0
7	0.1.20.2.2.2.13.1	Zavarzinella_formosa	0	25	0	0	2	2	0	0	0	0	0	0	3	1	8	2	0	0	0	2	0	5	0	0
2	0.1.21	Proteobacteria	8	1942421	235552	349349	49405	64700	20	61263	48689	40843	54902	60964	69211	88995	86537	102270	63436	67270	107408	100792	74147	76742	70077	69849
3	0.1.21.1	Acidithiobacillia	1	7	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
4	0.1.21.1.1	Acidithiobacillales	1	7	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
5	0.1.21.1.1.1	Acidithiobacillaceae	1	7	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
6	0.1.21.1.1.1.1	Acidithiobacillus	1	7	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
7	0.1.21.1.1.1.1.1	Acidithiobacillus_species_DBS_4	0	7	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
3	0.1.21.2	Alphaproteobacteria	7	137041	18424	107542	487	569	0	209	611	249	1228	1160	822	689	620	411	698	752	173	176	262	329	709	921
4	0.1.21.2.1	Caulobacterales	1	1233	0	0	137	136	0	17	1	9	128	142	8	2	1	4	197	176	0	8	9	11	130	117
5	0.1.21.2.1.1	Caulobacteraceae	3	1233	0	0	137	136	0	17	1	9	128	142	8	2	1	4	197	176	0	8	9	11	130	117
6	0.1.21.2.1.1.1	Brevundimonas	1	1118	0	0	126	121	0	0	0	0	124	141	0	0	0	0	195	173	0	0	0	0	126	112
7	0.1.21.2.1.1.1.1	Brevundimonas_diminuta	0	1118	0	0	126	121	0	0	0	0	124	141	0	0	0	0	195	173	0	0	0	0	126	112
6	0.1.21.2.1.1.2	Caulobacter	2	113	0	0	11	15	0	17	1	9	4	1	8	2	1	2	2	3	0	8	9	11	4	5
7	0.1.21.2.1.1.2.1	Caulobacter_species_ECN_2008	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.1.1.2.2	Caulobacter_species_H62	0	107	0	0	11	15	0	17	1	3	4	1	8	2	1	2	2	3	0	8	9	11	4	5
6	0.1.21.2.1.1.3	Phenylobacterium	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
7	0.1.21.2.1.1.3.1	Phenylobacterium_haematophilum	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
4	0.1.21.2.2	Rhizobiales	9	3608	14	27	125	146	0	45	258	129	157	234	319	302	436	271	182	292	63	71	57	104	153	223
5	0.1.21.2.2.1	Aurantimonadaceae	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0
6	0.1.21.2.2.1.1	Fulvimarina	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0
7	0.1.21.2.2.1.1.1	Fulvimarina_pelagi	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0
5	0.1.21.2.2.2	Beijerinckiaceae	2	48	0	0	3	0	0	0	0	0	0	6	0	9	0	3	2	2	7	6	0	1	5	4
6	0.1.21.2.2.2.1	Camelimonas	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	0.1.21.2.2.2.1.1	Camelimonas_abortus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6	0.1.21.2.2.2.2	Pseudochelatococcus	1	46	0	0	3	0	0	0	0	0	0	6	0	9	0	3	2	2	7	6	0	1	3	4
7	0.1.21.2.2.2.2.1	Pseudochelatococcus_contaminans	0	46	0	0	3	0	0	0	0	0	0	6	0	9	0	3	2	2	7	6	0	1	3	4
5	0.1.21.2.2.3	Bradyrhizobiaceae	2	2363	7	27	24	29	0	20	231	115	86	125	285	246	408	250	48	158	18	22	16	58	80	110
6	0.1.21.2.2.3.1	Bradyrhizobium	2	2358	7	27	24	26	0	18	231	115	86	125	285	246	408	250	48	158	18	22	16	58	80	110
7	0.1.21.2.2.3.1.1	Bradyrhizobium_elkanii	0	611	7	27	11	15	0	18	17	33	17	36	34	114	21	71	10	30	18	22	16	58	22	14
7	0.1.21.2.2.3.1.2	Bradyrhizobium_species_NAS81	0	1747	0	0	13	11	0	0	214	82	69	89	251	132	387	179	38	128	0	0	0	0	58	96
6	0.1.21.2.2.3.2	Rhodoblastus	1	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.3.2.1	Rhodoblastus_species_BJC15_D13	0	5	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.21.2.2.4	Brucellaceae	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
6	0.1.21.2.2.4.1	Ochrobactrum	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
7	0.1.21.2.2.4.1.1	Ochrobactrum_species_enrichment_culture_clone_VanCtr75	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
5	0.1.21.2.2.5	Hyphomicrobiaceae	3	618	0	0	71	84	0	0	4	0	52	75	2	0	4	0	118	103	0	2	0	0	41	62
6	0.1.21.2.2.5.1	Devosia	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.5.1.1	Devosia_species_R41	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.2.5.2	Rhizomicrobium	1	18	0	0	1	0	0	0	0	0	5	2	2	0	4	0	0	2	0	2	0	0	0	0
7	0.1.21.2.2.5.2.1	Rhizomicrobium_palustre	0	18	0	0	1	0	0	0	0	0	5	2	2	0	4	0	0	2	0	2	0	0	0	0
6	0.1.21.2.2.5.3	Rhodoplanes	1	596	0	0	70	84	0	0	0	0	47	73	0	0	0	0	118	101	0	0	0	0	41	62
7	0.1.21.2.2.5.3.1	Rhodoplanes_species_DAS	0	596	0	0	70	84	0	0	0	0	47	73	0	0	0	0	118	101	0	0	0	0	41	62
5	0.1.21.2.2.6	Methylobacteriaceae	1	316	0	0	11	27	0	17	14	8	11	14	21	13	19	16	3	22	12	21	16	26	14	31
6	0.1.21.2.2.6.1	Methylobacterium	8	316	0	0	11	27	0	17	14	8	11	14	21	13	19	16	3	22	12	21	16	26	14	31
7	0.1.21.2.2.6.1.1	Methylobacterium_brachiatum	0	37	0	0	0	0	0	3	7	4	2	1	11	0	1	1	0	2	0	0	3	2	0	0
7	0.1.21.2.2.6.1.2	Methylobacterium_radiotolerans	0	42	0	0	2	12	0	5	0	0	0	0	1	0	3	0	0	0	2	10	2	1	0	4
7	0.1.21.2.2.6.1.3	Methylobacterium_species_139	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.6.1.4	Methylobacterium_species_FuRyo	0	10	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
7	0.1.21.2.2.6.1.5	Methylobacterium_species_P53	0	162	0	0	9	12	0	9	3	2	9	8	5	8	5	5	3	10	6	5	9	20	13	21
7	0.1.21.2.2.6.1.6	Methylobacterium_species_SEMIA_658	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7	0.1.21.2.2.6.1.7	Methylobacterium_thiocyanatum	0	52	0	0	0	3	0	0	0	2	0	2	3	5	4	10	0	8	4	6	1	0	1	3
7	0.1.21.2.2.6.1.8	Methylobacterium_zatmanii	0	8	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	3	0	0
5	0.1.21.2.2.7	Methylocystaceae	2	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
6	0.1.21.2.2.7.1	Methylocystis	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.7.1.1	Methylocystis_species_KS31	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.2.7.2	Methylosinus	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.21.2.2.7.2.1	Methylosinus_trichospeciesrium	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
5	0.1.21.2.2.8	Phyllobacteriaceae	2	130	0	0	8	0	0	6	0	5	1	3	9	27	2	0	1	0	18	10	9	6	9	16
6	0.1.21.2.2.8.1	Aquamicrobium	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.8.1.1	Aquamicrobium_lusatiense	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.2.8.2	Nitratireductor	1	128	0	0	8	0	0	6	0	5	1	3	7	27	2	0	1	0	18	10	9	6	9	16
7	0.1.21.2.2.8.2.1	Nitratireductor_species_RCC24	0	128	0	0	8	0	0	6	0	5	1	3	7	27	2	0	1	0	18	10	9	6	9	16
5	0.1.21.2.2.9	Rhizobiaceae	5	112	0	0	8	5	0	2	9	1	7	11	2	7	3	2	5	7	6	4	16	13	4	0
6	0.1.21.2.2.9.1	Agrobacterium	2	21	0	0	0	4	0	0	3	0	2	2	0	2	3	2	0	0	0	0	3	0	0	0
7	0.1.21.2.2.9.1.1	Agrobacterium_species_LCR76	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7	0.1.21.2.2.9.1.2	Agrobacterium_tumefaciens	0	18	0	0	0	4	0	0	3	0	2	2	0	2	3	2	0	0	0	0	0	0	0	0
6	0.1.21.2.2.9.2	Kaistia	1	7	0	0	3	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7	0.1.21.2.2.9.2.1	Kaistia_dalseonensis	0	7	0	0	3	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6	0.1.21.2.2.9.3	Neorhizobium	1	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.9.3.1	Neorhizobium_huautlense	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.2.9.4	Rhizobium	5	67	0	0	5	0	0	1	6	1	5	4	2	1	0	0	3	6	3	4	13	13	0	0
7	0.1.21.2.2.9.4.1	Rhizobium_species	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.2.9.4.2	Rhizobium_species_DR_7_10	0	15	0	0	0	0	0	1	0	1	1	2	2	0	0	0	0	1	0	0	6	1	0	0
7	0.1.21.2.2.9.4.3	Rhizobium_species_JNVU_TL15	0	28	0	0	5	0	0	0	6	0	0	0	0	1	0	0	2	5	0	0	7	2	0	0
7	0.1.21.2.2.9.4.4	Rhizobium_species_Rz6_2010	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	10	0	0
7	0.1.21.2.2.9.4.5	Rhizobium_species_S102	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
6	0.1.21.2.2.9.5	Sinorhizobium	2	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	3	0	0	0	4	0
7	0.1.21.2.2.9.5.1	Sinorhizobium_americanum	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
7	0.1.21.2.2.9.5.2	Sinorhizobium_species_FUPSR1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0
4	0.1.21.2.3	Rhodobacterales	2	126432	18407	107512	11	29	0	14	37	22	19	22	38	29	26	40	11	13	6	29	41	46	34	46
5	0.1.21.2.3.1	Hyphomonadaceae	2	19	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	3	4	0	2	4
6	0.1.21.2.3.1.1	Algimonas	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.3.1.1.1	Algimonas_ampicilliniresistens	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.3.1.2	Hyphomonas	1	17	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	3	4	0	2	4
7	0.1.21.2.3.1.2.1	Hyphomonas_jannaschiana	0	17	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	3	4	0	2	4
5	0.1.21.2.3.2	Rhodobacteraceae	10	126413	18407	107512	11	29	0	14	34	22	19	22	38	27	26	40	10	13	6	26	37	46	32	42
6	0.1.21.2.3.2.1	Antarctobacter	1	173	0	0	1	10	0	13	2	3	8	8	15	12	0	14	9	10	4	12	19	15	3	15
7	0.1.21.2.3.2.1.1	Antarctobacter_species_RO5	0	173	0	0	1	10	0	13	2	3	8	8	15	12	0	14	9	10	4	12	19	15	3	15
6	0.1.21.2.3.2.2	Labrenzia	1	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.3.2.2.1	Labrenzia_marina	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.3.2.3	Litoreibacter	1	7	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0
7	0.1.21.2.3.2.3.1	Litoreibacter_albidus	0	7	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0
6	0.1.21.2.3.2.4	Pannonibacter	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.3.2.4.1	Pannonibacter_species_R72_1_2010	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.3.2.5	Paracoccus	2	32	0	0	0	3	0	0	0	0	0	1	8	2	4	0	0	0	2	8	0	3	0	1
7	0.1.21.2.3.2.5.1	Paracoccus_denitrificans	0	8	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.3.2.5.2	Paracoccus_huijuniae	0	24	0	0	0	0	0	0	0	0	0	1	3	2	4	0	0	0	2	8	0	3	0	1
6	0.1.21.2.3.2.6	Rhodobacter	3	126127	18407	107507	7	13	0	1	11	14	9	9	10	6	18	22	0	1	0	0	12	28	27	25
7	0.1.21.2.3.2.6.1	Rhodobacter_capsulatus	0	5	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.3.2.6.2	Rhodobacter_species_CR07_97	0	13	0	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	1	1	1
7	0.1.21.2.3.2.6.3	Rhodobacter_speciesaeroides	0	126109	18407	107507	7	5	0	0	11	14	9	9	10	6	16	21	0	1	0	0	9	27	26	24
6	0.1.21.2.3.2.7	Roseivivax	2	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7	0.1.21.2.3.2.7.1	Roseivivax_species_L21_PYE_C36	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.3.2.7.2	Roseivivax_species_kmb32	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	0.1.21.2.3.2.8	Roseobacter	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.21.2.3.2.8.1	Roseobacter_litoralis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
6	0.1.21.2.3.2.9	Roseovarius	2	28	0	0	1	3	0	0	9	3	0	0	3	2	0	2	0	1	0	4	0	0	0	0
7	0.1.21.2.3.2.9.1	Roseovarius_lutimaris	0	9	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0
7	0.1.21.2.3.2.9.2	Roseovarius_marisflavi	0	19	0	0	1	0	0	0	9	3	0	0	3	0	0	2	0	1	0	0	0	0	0	0
6	0.1.21.2.3.2.10	Sulfitobacter	1	31	0	0	0	0	0	0	7	0	0	2	2	5	4	2	1	0	0	0	6	0	1	1
7	0.1.21.2.3.2.10.1	Sulfitobacter_brevis	0	31	0	0	0	0	0	0	7	0	0	2	2	5	4	2	1	0	0	0	6	0	1	1
4	0.1.21.2.4	Rhodospeciesrillales	2	4538	0	0	79	114	0	110	268	80	815	633	428	326	150	83	169	124	85	44	145	137	313	435
5	0.1.21.2.4.1	Acetobacteraceae	7	41	0	0	5	4	0	0	5	3	0	0	4	2	6	0	2	0	2	2	3	2	0	1
6	0.1.21.2.4.1.1	Acetobacter	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7	0.1.21.2.4.1.1.1	Acetobacter_pasteurianus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6	0.1.21.2.4.1.2	Acidicaldus	1	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.21.2.4.1.2.1	Acidicaldus_species_MK6	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
6	0.1.21.2.4.1.3	Craurococcus	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
7	0.1.21.2.4.1.3.1	Craurococcus_species_HM28_1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
6	0.1.21.2.4.1.4	Crenalkalicoccus	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7	0.1.21.2.4.1.4.1	Crenalkalicoccus_roseus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
6	0.1.21.2.4.1.5	Gluconacetobacter	1	24	0	0	5	1	0	0	5	3	0	0	2	0	6	0	0	0	0	0	0	2	0	0
7	0.1.21.2.4.1.5.1	Gluconacetobacter_diazotrophicus	0	24	0	0	5	1	0	0	5	3	0	0	2	0	6	0	0	0	0	0	0	2	0	0
6	0.1.21.2.4.1.6	Paracraurococcus	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.4.1.6.1	Paracraurococcus_species_QSSC5_3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.4.1.7	Roseomonas	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.4.1.7.1	Roseomonas_species_PC_IW_03	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
5	0.1.21.2.4.2	Rhodospirillaceae	10	4497	0	0	74	110	0	110	263	77	815	633	424	324	144	83	167	124	83	42	142	135	313	434
6	0.1.21.2.4.2.1	Aestuariispira	1	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7	0.1.21.2.4.2.1.1	Aestuariispira_insulae	0	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
6	0.1.21.2.4.2.2	Azospirillum	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
7	0.1.21.2.4.2.2.1	Azospirillum_species_SCPSBV4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
6	0.1.21.2.4.2.3	Inquilinus	1	7	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
7	0.1.21.2.4.2.3.1	Inquilinus_limosus	0	7	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
6	0.1.21.2.4.2.4	Insolitispirillum	1	674	0	0	0	0	0	0	0	0	0	0	374	300	0	0	0	0	0	0	0	0	0	0
7	0.1.21.2.4.2.4.1	Insolitispirillum_peregrinum	0	674	0	0	0	0	0	0	0	0	0	0	374	300	0	0	0	0	0	0	0	0	0	0
6	0.1.21.2.4.2.5	Magnetospira	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
