taxlevel	rankID	taxon	daughterlevels	total	ADenoma12	Ademona1	Adenoma10	Adenoma11	Adenoma13	Adenoma14	Adenoma15	Adenoma16	Adenoma17	Adenoma18	Adenoma19	Adenoma2	Adenoma20	Adenoma21	Adenoma22	Adenoma23	Adenoma24	Adenoma25	Adenoma26	Adenoma27	Adenoma28	Adenoma29	Adenoma3	Adenoma30	Adenoma4	Adenoma5	Adenoma6	Adenoma7	Adenoma8	Adenoma9	Cancer1	Cancer10	Cancer11	Cancer12	Cancer13	Cancer14	Cancer15	Cancer16	Cancer17	Cancer18	Cancer19	Cancer2	Cancer20	Cancer21	Cancer22	Cancer23	Cancer24	Cancer25	Cancer26	Cancer27	Cancer28	Cancer29	Cancer3	Cancer30	Cancer4	Cancer5	Cancer6	Cancer7	Cancer8	Cancer9	Healthy1	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy2	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy3	Healthy30	Healthy4	Healthy5	Healthy6	Healthy7	Healthy8	Healthy9	mock1	mock2
7	0.1.4.2.1.9.18.3	Roseburia_inulinivorans	0	35850	3	28	2685	556	55	316	26	68	130	76	61	25	1	47	307	50	1	7	2654	1445	1548	320	351	1	1	120	3	69	458	5	31	6	67	2	159	463	748	134	634	1874	5	1475	195	261	1768	1	687	54	8	912	131	18	1463	128	208	1	191	3	242	4	128	303	25	0	134	56	552	0	64	104	2486	1650	5	307	35	2	563	2	1501	746	389	483	66	83	34	1612	4	5	480	740	0	1
7	0.1.4.2.1.9.18.4	Roseburia_species_1120	0	17477	1	65	17	333	52	222	121	4	0	135	47	24	0	2	54	170	43	293	50	28	101	62	7	0	2	390	0	17	458	54	55	300	1	14	2	603	14	1078	302	5	3	1191	1120	0	153	4	320	79	0	3	416	4	2059	277	360	3	126	248	0	0	0	345	361	3	39	3	245	0	9	79	918	10	339	226	14	266	488	72	3	9	3	441	126	1441	3	287	13	159	12	24	31	16
7	0.1.4.2.1.9.18.5	Roseburia_species_499	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	5
7	0.1.4.2.1.9.18.6	Roseburia_species_831b	0	315942	34	717	6526	222	1630	15080	6940	92	86	188	280	1223	2999	85	1999	1465	1099	189	2770	2839	2296	9566	6604	1094	13780	1094	503	2781	4854	2522	2530	5722	551	149	2979	4265	1171	7755	8086	4209	98	8123	5981	47	27463	49	13050	808	421	4532	1477	9123	5262	4892	1541	1106	2661	44	5910	16	2471	1381	3533	1080	3425	537	5151	19	2405	2421	11411	7267	5084	1287	2229	276	379	8072	3988	3182	2289	7855	5332	4701	1435	2318	18	2164	862	1773	11	8
6	0.1.4.2.1.9.19	Sporobacterium	1	117	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	13	0	3	0	0	0	0	0	8	0	0	0	19	1	0	0	0	0	0	0	0	0	0	8	0	0
7	0.1.4.2.1.9.19.1	Sporobacterium_species_WAL_1855D	0	117	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	13	0	3	0	0	0	0	0	8	0	0	0	19	1	0	0	0	0	0	0	0	0	0	8	0	0
6	0.1.4.2.1.9.20	Syntrophococcus	1	159	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	4	9	0	0	0	5	0	0	10	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	3	0	0	1	0	0	0	0	0	0	0	0	0	29	44
7	0.1.4.2.1.9.20.1	Syntrophococcus_species_BS_2	0	159	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	4	9	0	0	0	5	0	0	10	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	3	0	0	1	0	0	0	0	0	0	0	0	0	29	44
6	0.1.4.2.1.9.21	Tyzzerella	4	51495	25	123	170	80	481	24	6	80	82	52	32	86	1807	15	30	3	25	29	189	1179	101	5	172	115	374	37	6458	2	124	81	144	161	2937	569	1531	85	102	2823	454	66	486	287	742	6065	1696	1156	155	219	409	1524	389	45	120	145	295	452	56	1185	25	149	229	114	28	287	1670	236	74	25	215	95	128	94	573	240	361	36	7	417	752	166	1655	132	686	7	1	553	9	4133	116	1709	137	151
7	0.1.4.2.1.9.21.1	Clostridium_colinum	0	1748	0	1	0	0	462	0	0	11	72	0	1	60	0	0	0	0	1	0	109	84	72	2	0	0	364	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	8	0	96	0	0	0	0	41	0	5	0	0	0	0	0	0	0	0	22	0	0	48	0	0	0	0	0	23	0	0	2	0	0	14	0	6	0	0	0	0	1	0	103	0	0	0	0	0	0	0	19	0
7	0.1.4.2.1.9.21.2	Clostridium_lactatifermentans	0	29558	20	87	168	38	5	22	4	38	8	43	27	20	1591	15	28	3	9	22	78	1044	26	0	163	2	8	27	1	1	1	58	139	126	2254	549	1248	62	45	1825	419	31	402	159	614	4972	1586	17	150	2	3	1512	377	4	108	128	267	282	36	1138	1	138	226	63	2	260	385	122	8	1	199	37	93	47	491	200	355	7	3	407	20	109	1644	129	573	6	1	108	3	900	9	731	117	151
7	0.1.4.2.1.9.21.3	Clostridium_neopropionicum	0	3671	2	28	0	0	1	0	0	31	2	9	3	3	216	0	2	0	15	3	1	50	3	3	8	0	0	7	13	0	2	9	5	35	682	20	283	23	56	1	35	32	1	38	29	184	106	3	5	1	8	7	4	40	11	9	13	53	15	1	0	0	0	1	0	26	116	113	65	0	10	56	33	47	81	24	5	23	2	10	59	57	8	2	10	0	0	443	6	141	104	118	0	0
7	0.1.4.2.1.9.21.4	Tyzzerella_nexilis	0	16518	3	7	2	42	13	2	2	0	0	0	1	3	0	0	0	0	0	4	1	1	0	0	1	113	2	3	6444	1	0	14	0	0	1	0	0	0	1	997	0	3	75	90	3	909	4	1136	0	175	398	0	8	1	1	8	15	117	5	46	2	11	3	2	26	1	1169	1	1	1	6	2	0	0	1	2	1	0	2	0	673	0	2	1	0	1	0	2	0	3092	3	860	1	0
5	0.1.4.2.1.10	Oscillospeciesraceae	1	105087	78	10961	25	81	2800	726	69	199	18	2	1049	21	11	24	774	47	39	2186	1819	5	145	681	16	6	16	1958	7	611	9	233	4031	10625	27	474	9	1073	781	5	120	401	34	4823	2721	2000	2	18	179	3	12	3	462	31	17	2418	1844	421	2588	18	135	198	1100	82	3	6	2352	584	1009	5	3028	2738	2550	1646	2253	29	55	5770	921	43	132	5139	2821	3907	250	260	96	7155	323	27	9	473	89	143
6	0.1.4.2.1.10.1	Oscillibacter	2	105087	78	10961	25	81	2800	726	69	199	18	2	1049	21	11	24	774	47	39	2186	1819	5	145	681	16	6	16	1958	7	611	9	233	4031	10625	27	474	9	1073	781	5	120	401	34	4823	2721	2000	2	18	179	3	12	3	462	31	17	2418	1844	421	2588	18	135	198	1100	82	3	6	2352	584	1009	5	3028	2738	2550	1646	2253	29	55	5770	921	43	132	5139	2821	3907	250	260	96	7155	323	27	9	473	89	143
7	0.1.4.2.1.10.1.1	Oscillibacter_species_G2	0	9854	74	143	21	32	12	0	0	1	11	0	8	4	7	9	92	0	17	70	58	0	44	0	1	3	14	522	0	23	2	3	356	293	5	4	5	789	210	3	1	49	29	188	1346	2	0	8	82	1	12	0	152	16	10	112	27	413	1694	2	1	1	25	80	0	4	29	6	221	2	433	409	258	3	35	22	20	59	2	4	8	180	138	527	18	45	14	34	6	21	1	40	87	141
7	0.1.4.2.1.10.1.2	Oscillibacter_valericigenes	0	95233	4	10818	4	49	2788	726	69	198	7	2	1041	17	4	15	682	47	22	2116	1761	5	101	681	15	3	2	1436	7	588	7	230	3675	10332	22	470	4	284	571	2	119	352	5	4635	1375	1998	2	10	97	2	0	3	310	15	7	2306	1817	8	894	16	134	197	1075	2	3	2	2323	578	788	3	2595	2329	2292	1643	2218	7	35	5711	919	39	124	4959	2683	3380	232	215	82	7121	317	6	8	433	2	2
5	0.1.4.2.1.11	Peptococcaceae	9	12363	39	4096	37	51	426	10	6	0	6	2	94	193	1	0	8	731	10	120	128	21	52	21	13	6	32	24	29	18	57	107	70	15	43	24	8	80	221	0	28	68	42	173	3	648	1	24	41	31	27	20	43	8	55	3	263	4	679	27	19	124	11	6	20	0	0	5	53	0	95	75	15	5	0	20	1	538	356	21	4	2	129	46	32	25	0	266	1	11	1	4	1061	430
6	0.1.4.2.1.11.1	Dehalobacter	1	241	0	9	0	0	15	2	0	0	0	0	0	0	0	0	5	0	3	2	13	0	6	0	0	0	0	5	0	3	0	10	11	0	0	0	0	0	8	0	17	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	8	0	27	5	2	1	0	0	0	4	6	0	0	2	18	6	0	0	0	30	0	0	0	0	4	9
7	0.1.4.2.1.11.1.1	Dehalobacter_species_enrichment_culture_clone_DCM_1B	0	241	0	9	0	0	15	2	0	0	0	0	0	0	0	0	5	0	3	2	13	0	6	0	0	0	0	5	0	3	0	10	11	0	0	0	0	0	8	0	17	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	8	0	27	5	2	1	0	0	0	4	6	0	0	2	18	6	0	0	0	30	0	0	0	0	4	9
6	0.1.4.2.1.11.2	Desulfitibacter	1	1273	0	118	0	0	186	0	0	0	4	0	25	119	0	0	2	0	1	39	46	0	35	0	0	1	0	11	0	0	0	36	51	0	0	0	0	0	45	0	3	42	2	65	0	55	0	0	40	0	0	0	0	0	0	0	80	0	7	0	0	11	0	2	0	0	0	0	13	0	39	26	0	0	0	0	0	21	3	0	0	0	78	0	0	0	0	67	0	0	0	0	0	0
7	0.1.4.2.1.11.2.1	Desulfitibacter_alkalitolerans	0	1273	0	118	0	0	186	0	0	0	4	0	25	119	0	0	2	0	1	39	46	0	35	0	0	1	0	11	0	0	0	36	51	0	0	0	0	0	45	0	3	42	2	65	0	55	0	0	40	0	0	0	0	0	0	0	80	0	7	0	0	11	0	2	0	0	0	0	13	0	39	26	0	0	0	0	0	21	3	0	0	0	78	0	0	0	0	67	0	0	0	0	0	0
6	0.1.4.2.1.11.3	Desulfitispeciesra	1	57	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.11.3.1	Desulfitispora_alkaliphila	0	57	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.11.4	Desulfonispeciesra	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.11.4.1	Desulfonosporus_species_AAN04	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.11.5	Desulfospeciesrosinus	3	338	0	4	0	2	4	6	0	0	0	0	1	12	0	0	1	0	0	11	4	0	2	0	11	3	0	0	0	0	32	5	0	0	14	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	6	0	0	0	0	43	105
7	0.1.4.2.1.11.5.1	Desulfosporosinus_species_44a_T3a	0	37	0	0	0	0	4	0	0	0	0	0	1	12	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.11.5.2	Desulfosporosinus_species_5apy	0	261	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	32	5	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	105
7	0.1.4.2.1.11.5.3	Desulfosporosinus_species_CFR17	0	40	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0
6	0.1.4.2.1.11.6	Desulfotomaculum	2	166	0	2	0	0	15	0	0	0	2	0	20	1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	1	0	1	0	16	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	30	0	3	0	12	0	0	0	0	0	0
7	0.1.4.2.1.11.6.1	Desulfotomaculum_arcticum	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.11.6.2	Desulfotomaculum_species_DEM_KMe99_2	0	128	0	2	0	0	15	0	0	0	2	0	20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	1	0	1	0	16	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0
6	0.1.4.2.1.11.7	Pelotomaculum	3	128	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2	0	3	14	0	3	0	0	0	2	0	0	0	0	6	7	0	0	0	29	0	0	0	0	0	0
7	0.1.4.2.1.11.7.1	Pelotomaculum_isophthalicicum	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.11.7.2	Pelotomaculum_propionicicum	0	76	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	16	0	0	0	0	0	0
7	0.1.4.2.1.11.7.3	Pelotomaculum_terephthalicicum	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
6	0.1.4.2.1.11.8	Peptococcus	3	9016	39	3818	37	49	4	2	6	0	0	2	1	0	0	0	0	731	6	7	1	21	0	21	1	2	32	5	29	10	5	10	8	15	29	24	0	80	0	0	8	0	32	54	2	541	1	24	1	31	27	20	43	8	55	1	1	0	671	25	19	113	0	2	4	0	0	5	30	0	17	0	12	1	0	20	0	439	347	21	4	0	7	3	32	22	0	31	1	11	1	4	1014	316
7	0.1.4.2.1.11.8.1	Peptococcus_niger	0	2542	39	35	37	48	4	0	6	0	0	2	1	0	0	0	0	0	6	6	0	21	0	21	0	2	31	2	29	7	2	10	8	15	29	24	0	78	0	0	8	0	29	54	0	0	1	6	1	31	27	20	43	8	55	1	1	0	10	25	16	113	0	2	4	0	0	5	30	0	17	0	9	1	0	20	0	4	76	21	4	0	7	1	32	19	0	31	1	11	1	4	1014	316
7	0.1.4.2.1.11.8.2	Peptococcus_species_S9_B_15	0	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	661	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.11.8.3	Peptococcus_species_oral_clone_JM048	0	4804	0	3783	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	3	0	3	3	0	0	0	0	0	0	2	0	0	0	0	3	0	2	541	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	435	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
6	0.1.4.2.1.11.9	Syntrophobotulus	1	1125	0	118	0	0	202	0	0	0	0	0	39	61	0	0	0	0	0	40	64	0	8	0	1	0	0	3	0	0	0	14	0	0	0	0	0	0	168	0	0	0	0	43	1	36	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	1	65	0	0	0	0	5	0	0	0	0	91	0	0	0	0	0	0
7	0.1.4.2.1.11.9.1	Syntrophobotulus_glycolicus	0	1125	0	118	0	0	202	0	0	0	0	0	39	61	0	0	0	0	0	40	64	0	8	0	1	0	0	3	0	0	0	14	0	0	0	0	0	0	168	0	0	0	0	43	1	36	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	2	0	0	0	0	0	0	0	30	0	0	0	0	1	65	0	0	0	0	5	0	0	0	0	91	0	0	0	0	0	0
5	0.1.4.2.1.12	Peptostreptococcaceae	3	183	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	55	1	0	0	1	0	0	0	3	0	25	0	5	0	0	0	0	0	0	0	0	0	15	7	0	3	0	0	0	0	0	0	0	2	0	25	0	2	2	0	0	9	0	0	0	0	1	0	0	3	3	0	0	1	7	0	0	1	0	0	0
6	0.1.4.2.1.12.1	Filifactor	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	43	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
7	0.1.4.2.1.12.1.1	Filifactor_species_canine_oral_taxon_064	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	43	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
6	0.1.4.2.1.12.2	Peptoclostridium	1	30	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
7	0.1.4.2.1.12.2.1	Clostridium_sticklandii	0	30	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
6	0.1.4.2.1.12.3	Terrispeciesrobacter	1	68	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	22	0	2	2	0	0	1	0	0	0	0	0	0	0	2	3	0	0	1	3	0	0	0	0	0	0
7	0.1.4.2.1.12.3.1	Terrisporobacter_glycolicus	0	68	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	22	0	2	2	0	0	1	0	0	0	0	0	0	0	2	3	0	0	1	3	0	0	0	0	0	0
5	0.1.4.2.1.13	Proteinivoraceae	1	274	0	98	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	50	22	0	4	0	0	0	0	4	0	0	0	30	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.13.1	Proteinivorax	1	274	0	98	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	50	22	0	4	0	0	0	0	4	0	0	0	30	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7	0.1.4.2.1.13.1.1	Proteinivorax_tanatarense	0	274	0	98	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	50	22	0	4	0	0	0	0	4	0	0	0	30	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	0.1.4.2.1.14	Ruminococcaceae	15	2330309	17262	22986	17076	35748	39680	45740	29742	22468	26602	10965	20367	35888	13466	3726	29395	17570	12065	22241	15892	28184	18608	31421	40978	35894	35685	8412	26314	26869	22510	20852	36276	20939	27672	36676	63616	25838	21470	32044	24228	12873	4408	33380	48924	4771	17324	11179	21118	22556	9676	34633	9843	29731	16063	34515	19534	26991	14838	25008	15801	12148	36200	17024	8096	54293	82040	20450	26909	18742	16299	20872	40708	21174	46361	32418	24868	9936	19770	29683	28551	41985	21688	50880	26016	41092	11517	53065	17253	22451	18366	9278	8203	5442
6	0.1.4.2.1.14.1	Acetanaerobacterium	1	403	0	10	31	0	0	4	0	4	0	0	0	2	16	19	1	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	3	0	28	5	17	7	0	6	13	1	0	6	0	0	7	12	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	7	5	20	2	0	7	0	4	1	0	0	8	0	0	3	21	4	9	23	0	2	0	14	0	0	29	25	0	0
7	0.1.4.2.1.14.1.1	Acetanaerobacterium_elongatum	0	403	0	10	31	0	0	4	0	4	0	0	0	2	16	19	1	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	3	0	28	5	17	7	0	6	13	1	0	6	0	0	7	12	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	7	5	20	2	0	7	0	4	1	0	0	8	0	0	3	21	4	9	23	0	2	0	14	0	0	29	25	0	0
6	0.1.4.2.1.14.2	Acetivibrio	1	1579	0	3	0	0	0	0	0	0	0	0	17	56	0	0	0	0	0	44	1	0	0	0	0	0	2	0	0	0	0	0	62	0	0	0	0	0	2	0	0	122	0	0	0	0	0	0	0	0	0	0	11	0	1	27	1022	0	1	0	0	2	0	0	0	0	0	0	0	0	186	1	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0
7	0.1.4.2.1.14.2.1	Acetivibrio_cellulolyticus	0	1579	0	3	0	0	0	0	0	0	0	0	17	56	0	0	0	0	0	44	1	0	0	0	0	0	2	0	0	0	0	0	62	0	0	0	0	0	2	0	0	122	0	0	0	0	0	0	0	0	0	0	11	0	1	27	1022	0	1	0	0	2	0	0	0	0	0	0	0	0	186	1	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0
6	0.1.4.2.1.14.3	Anaerofilum	2	649	0	67	0	0	80	0	0	0	0	0	4	0	0	0	0	0	0	6	41	21	0	4	5	0	0	0	0	0	0	22	0	1	0	0	0	0	27	9	0	3	0	4	1	0	0	0	0	0	0	0	9	0	0	0	61	0	9	0	0	0	4	0	0	27	2	34	2	0	107	2	0	11	37	0	0	10	0	0	0	0	8	14	0	0	0	17	0	0	0	0	0	0
7	0.1.4.2.1.14.3.1	Anaerofilum_agile	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
